City,Latitude,Longitude,Region,Country,Nwind_speed,AirQuality,WaterPollution,RealWater,wind_speed,wind_direction
Scarborough,54.283113,-0.399752,England,United Kingdom,4.5,100,25,75,0.45,281
Whangarei,-35.7274938,174.3165604,Northland Region,New Zealand,11.3,80.76923077,53.57142857,46.42857143,1.13,350
Saldus,56.6653019,22.492169,,Latvia,27.2,100,0,100,2.72,100
New Rochelle,40.9114882,-73.7823549,New York,United States of America,51.4,50,25,75,5.14,170
Puerto Penasco,31.3268218,-113.5311843,Sonora,Mexico,40.2,68.75,37.5,62.5,4.02,169
Pleasanton,37.6604484,-121.8757968,California,United States of America,30.9,100,0,100,3.09,240
Barisal,22.7010021,90.3534511,Barisal Division,Bangladesh,38.6,20,50,50,3.86,179
Battambang,13.09573,103.2022055,Battambang Province,Cambodia,19.8,66.66666667,50,50,1.98,237
Corvallis,44.5645659,-123.2620435,Oregon,United States of America,25.7,75,50,50,2.57,0
Naousa,37.1235743,25.238722,,Greece,46.3,100,0,100,4.63,360
Chios,38.3709813,26.1363457,North Aegean Region,Greece,36,87.5,87.5,12.5,3.6,360
Villavicencio,4.1491688,-73.6285475,Meta,Colombia,7.4,100,25,75,0.74,80
San Juan,14.6019309,121.0355375,Metro Manila,Philippines,15.4,25,75,25,1.54,210
Maynooth,53.3812896,-6.5918499,Leinster,Ireland,36,50,58.33333333,41.66666667,3.6,80
Senica,48.6798645,17.3610002,Trnava Region,Slovakia,13.8,62.5,50,50,1.38,124
Savannakhet,16.5720526,104.7686868,Savannakhet Province,Laos,22.7,75,100,0,2.27,198
Vila Real de Santo Antonio,37.1937172,-7.4209255,,Portugal,74.7,75,50,50,7.47,314
Stalowa Wola,50.5826005,22.053586,Podkarpackie Voivodeship,Poland,30.6,25,25,75,3.06,115
Lake Forest,33.6469437,-117.6861023,California,United States of America,46.3,87.5,0,100,4.63,210
Gaithersburg,39.1439689,-77.2016062,Maryland,United States of America,41.2,91.66666667,12.5,87.5,4.12,180
Gulbene,57.1714821,26.7522537,Gulbene Municipality,Latvia,23.3,100,0,100,2.33,86
Easton,38.7742826,-76.0763305,Maryland,United States of America,17.9,100,50,50,1.79,155
Hyattsville,38.9559442,-76.9455301,Maryland,United States of America,72,50,75,25,7.2,180
Fairfield,41.1408363,-73.2612615,Connecticut,United States of America,30.9,79.16666667,62.5,37.5,3.09,180
Partizanske,48.628493,18.3768911,Trencin Region,Slovakia,18.1,50,50,50,1.81,45
Trumbull,41.2428563,-73.2006639,Connecticut,United States of America,30.9,91.66666667,25,75,3.09,180
Laurel,39.0992752,-76.8483061,Maryland,United States of America,56.6,87.5,50,50,5.66,160
Athens,39.3292396,-82.1012554,Ohio,United States of America,56.6,100,0,100,5.66,190
Hagerstown,39.6417629,-77.7199932,Maryland,United States of America,56.6,87.5,50,50,5.66,190
Salisbury,38.3606736,-75.5993692,Maryland,United States of America,4.5,100,0,100,0.45,348
Georgetown,38.6901134,-75.3854728,Delaware,United States of America,46.3,100,50,50,4.63,150
Budaors,47.4621396,18.9529586,Pest County,Hungary,13.4,75,0,100,1.34,347
Svitavy,49.7551629,16.4691861,,Czech Republic,14.5,62.5,50,50,1.45,163
Askim,59.5834589,11.1629005,Viken,Norway,8.9,100,50,50,0.89,179
Milton,38.7776124,-75.3099136,Delaware,United States of America,46.3,50,100,0,4.63,150
Richmond,37.7478572,-84.2946539,Kentucky,United States of America,61.7,80.26315789,47.36842105,52.63157895,6.17,190
Bharuch,21.7051358,72.9958748,Gujarat,India,70.1,30.55555556,67.85714286,32.14285714,7.01,214
Bhagalpur,25.242453,86.9842256,Bihar,India,39,53.75,50,50,3.9,135
Springs,-26.2607243,28.4630376,Gauteng,South Africa,14.6,0,50,50,1.46,150
Lages,-27.8178873,-50.3264204,Santa Catarina,Brazil,21,62.5,75,25,2.1,288
Saveh,35.0236107,50.3585065,Markazi Province,Iran,29.6,25,75,25,2.96,279
Hachimantai,39.9565121,141.0712561,Iwate Prefecture,Japan,37.4,100,0,100,3.74,53
Rujiena,57.8938909,25.339336,Rujiena Municipality,Latvia,21.5,100,0,100,2.15,95
Milovice,50.2259614,14.8886391,,Czech Republic,24.5,90,0,100,2.45,267
Keene,42.933692,-72.2781409,New Hampshire,United States of America,25.7,100,50,50,2.57,0
Nonthaburi,13.8591084,100.5216508,Nonthaburi,Thailand,20.6,33.33333333,50,50,2.06,200
Boumerdes,36.7510697,3.4788905,Boumerdes Province,Algeria,13.4,33.33333333,58.33333333,41.66666667,1.34,84
Johnson City,36.3134397,-82.3534727,Tennessee,United States of America,36,90,20,80,3.6,140
Milagro,-2.1394035,-79.5939034,Guayas Province,Ecuador,20.1,0,50,50,2.01,6
Spartanburg,34.9495672,-81.9320482,South Carolina,United States of America,20.6,100,25,75,2.06,130
La Chorrera,8.8828941,-79.7736306,Panama Province,Panama,46.3,25,75,25,4.63,210
Kurunegala,7.4817695,80.3608876,North Western Province,Sri Lanka,21.3,50,100,0,2.13,194
Peterborough,44.3047061,-78.3199606,Ontario,Canada,46.3,85,20.83333333,79.16666667,4.63,120
Klaipeda,55.7032948,21.1442794,,Lithuania,44.3,75,33.33333333,66.66666667,4.43,109
Wallasey,53.426521,-3.066215,England,United Kingdom,20.6,100,25,75,2.06,20
Victoria,28.8052674,-97.0035982,Texas,United States of America,92.6,100,25,75,9.26,150
Songea,-10.6462694,35.6423527,Ruvuma Region,Tanzania,11.8,62.5,75,25,1.18,188
Songkhla,7.1897659,100.5953813,Songkhla,Thailand,13.3,42.85714286,50,50,1.33,232
Bhiwani,28.7974684,76.1322058,Haryana,India,37.7,25,12.5,87.5,3.77,250
Prijepolje,43.3891815,19.64935,Zlatibor District,Serbia,8.9,0,50,50,0.89,60
Bafoussam,5.4815596,10.4271347,West Region,Cameroon,9.8,0,50,50,0.98,298
Boquete,8.7772318,-82.4481944,Chiriqui Province,Panama,5.2,90,43.75,56.25,0.52,120
Banning,33.9255713,-116.8764103,California,United States of America,41.4,80,50,50,4.14,236
Laitila,60.8741858,21.6980438,,Finland,8.9,100,50,50,0.89,309
Barnstable,41.7003208,-70.3002024,Massachusetts,United States of America,41.2,100,75,25,4.12,190
Bartlesville,36.7473114,-95.9808179,Oklahoma,United States of America,36,75,75,25,3.6,210
Baruun-Urt,46.6652838,113.2876804,Sukhbaatar Province,Mongolia,25,37.5,50,50,2.5,104
Basingstoke,51.26654,-1.0923964,England,United Kingdom,25.7,100,0,100,2.57,200
Bathurst,47.6183507,-65.6513358,New Brunswick,Canada,30.9,95,50,50,3.09,240
Baytown,29.7355047,-94.9774274,Texas,United States of America,71.4,100,50,50,7.14,164
Beaufort,34.7182174,-76.6638186,North Carolina,United States of America,30.9,50,75,25,3.09,60
Beaverlodge,55.2093748,-119.4299008,Alberta,Canada,18.6,100,50,50,1.86,21
Beckley,37.7781702,-81.1881557,West Virginia,United States of America,46.3,100,50,50,4.63,170
Bochnia,49.9684577,20.4303285,Lesser Poland Voivodeship,Poland,28.1,60,0,100,2.81,260
Belmont,37.5202145,-122.2758008,California,United States of America,77.2,100,25,75,7.72,280
Udon Thani,17.3646969,102.8158924,Udon Thani,Thailand,13.3,40,50,50,1.33,256
Irapuato,20.6786652,-101.3544964,,Mexico,17.4,17.5,65,35,1.74,159
Beni Mellal,32.342443,-6.375799,Beni Mellal-Khenifra,Morocco,30.9,75,100,0,3.09,200
Kuantan,3.8168287,103.3317173,Pahang,Malaysia,0,62.5,75,25,0,0
Benoni,-26.1510854,28.3695699,Gauteng,South Africa,10.8,50,62.5,37.5,1.08,148
Bentonville,36.3723561,-94.2102141,Arkansas,United States of America,72,91.66666667,0,100,7.2,220
York,39.9625984,-76.727745,Pennsylvania,United States of America,41.2,64.28571429,75,25,4.12,200
Chesterfield,53.235048,-1.421629,England,United Kingdom,15.7,87.5,16.66666667,83.33333333,1.57,338
Delray Beach,26.4614625,-80.0728201,Florida,United States of America,51.4,100,0,100,5.14,170
Newport,44.6367836,-124.0534505,Oregon,United States of America,35.8,100,75,25,3.58,272
Nador,35.1686165,-2.9275836,Oriental,Morocco,20.6,54.16666667,45.83333333,54.16666667,2.06,130
Krosno,49.6824761,21.7660531,Podkarpackie Voivodeship,Poland,23.3,62.5,50,50,2.33,135
Halifax,53.72702,-1.85754,England,United Kingdom,11,81.25,50,50,1.1,38
Beroun,49.9672047,14.0862836,,Czech Republic,25.7,62.5,50,50,2.57,230
Quilmes,-34.7206336,-58.2546051,Buenos Aires Province,Argentina,0.8,25,25,75,0.08,60
Hnusta,48.5746472,19.9536192,Banska Bystrica Region,Slovakia,17.3,62.5,50,50,1.73,350
Grass Valley,39.2190608,-121.0610606,California,United States of America,26.8,62.5,62.5,37.5,2.68,286
Mount Vernon,40.9125992,-73.8370786,New York,United States of America,26.8,100,50,50,2.68,210
Naujoji Akmene,56.316814,22.903861,,Lithuania,25.4,62.5,50,50,2.54,103
Tirupur,11.1085242,77.3410656,Tamil Nadu,India,63.6,42.64705882,50,50,6.36,243
Medford,42.3265152,-122.8755949,Oregon,United States of America,13.4,85.71428571,25,75,1.34,48
Ukiah,39.1501709,-123.2077831,California,United States of America,25.7,100,50,50,2.57,0
Dublin,37.7159396,-121.9101221,California,United States of America,30.9,100,0,100,3.09,240
Sannicolau Mare,46.0593374,20.622454,Timiș County,Romania,26.8,75,50,50,2.68,352
Ojai,34.4480495,-119.242889,California,United States of America,41.7,87.5,50,50,4.17,208
Korla,41.7264299,86.1736899,Xinjiang,People's Republic of China,26.4,0,50,50,2.64,34
Malacky,48.4363404,17.0182641,Bratislava Region,Slovakia,8.9,87.5,50,50,0.89,90
Wheeling,40.0639616,-80.7209149,West Virginia,United States of America,20.6,70,75,25,2.06,240
Temecula,33.4936391,-117.1483648,California,United States of America,41.2,71.42857143,27.77777778,72.22222222,4.12,250
Murrieta,33.5539143,-117.2139232,California,United States of America,41.2,100,25,75,4.12,250
Indio,33.7205771,-116.2155619,California,United States of America,22.4,50,25,75,2.24,360
Myrtle Beach,33.6890603,-78.8866943,South Carolina,United States of America,51.4,87.5,50,50,5.14,100
Yamanashi,35.6933453,138.6873168,Yamanashi Prefecture,Japan,4,100,0,100,0.4,76
Redondo Beach,33.8491816,-118.3884078,California,United States of America,51.4,100,37.5,62.5,5.14,230
Surat Thani,9.1341949,99.3334198,Surat Thani,Thailand,33.1,37.5,50,50,3.31,187
Limeira,-22.5838179,-47.4097569,Sao Paulo,Brazil,12,12.5,75,25,1.2,289
Gizycko,54.036405,21.7667341,Warmian-Masurian Voivodeship,Poland,33.9,100,50,50,3.39,134
Mustvee,58.8476024,26.9478773,Jogeva County,Estonia,17.5,100,50,50,1.75,50
Petrolina,-9.3994602,-40.5023565,Pernambuco,Brazil,46.3,87.5,75,25,4.63,180
Itajai,-26.9082782,-48.6775109,Santa Catarina,Brazil,20.6,100,0,100,2.06,80
Kent,47.3830671,-122.234771,Washington,United States of America,8.9,100,0,100,0.89,255
Texarkana,33.425125,-94.0476882,Texas,United States of America,49.2,64.28571429,75,25,4.92,172
Kennewick,46.2086683,-119.119948,Washington,United States of America,72,95,20,80,7.2,220
Phuket,7.8804479,98.3922504,Phuket,Thailand,28.1,70.68965517,70.23809524,29.76190476,2.81,289
Crawley,51.1091401,-0.1872275,England,United Kingdom,10.3,50,0,100,1.03,200
Taunton,51.015344,-3.106849,England,United Kingdom,4.5,50,50,50,0.45,203
Weston-super-Mare,51.345606,-2.9612624,England,United Kingdom,20.6,68.75,0,100,2.06,210
Ramat HaSharon,32.137793,34.840278,Tel Aviv District,Israel,20.6,25,75,25,2.06,330
Camarillo,34.2163937,-119.0376023,California,United States of America,56.6,100,0,100,5.66,190
Kearney,40.6993303,-99.0816784,Nebraska,United States of America,25.7,100,75,25,2.57,290
Klamath Falls,42.224867,-121.7816704,Oregon,United States of America,30.9,83.33333333,62.5,37.5,3.09,320
Roseburg,43.216505,-123.3417381,Oregon,United States of America,25.7,75,40,60,2.57,40
Kuala Terengganu,5.329624,103.1370142,Terengganu,Malaysia,15.4,35.71428571,70,30,1.54,210
Danville,37.8215929,-121.9999606,California,United States of America,40.2,100,75,25,4.02,297
Jelsava,48.627273,20.2408464,Banska Bystrica Region,Slovakia,15.2,50,50,50,1.52,340
Spanish Town,18.0166835,-76.9748123,Middlesex County,Jamaica,55.4,50,100,0,5.54,154
North Charleston,32.8771106,-80.0130514,South Carolina,United States of America,66.9,100,50,50,6.69,70
Nagercoil,8.1832857,77.4118996,Tamil Nadu,India,41.6,37.5,55,45,4.16,267
Seremban,2.725889,101.9378239,Negeri Sembilan,Malaysia,13.2,25,91.66666667,8.33333333,1.32,73
Joniskis,56.236073,23.6136579,,Lithuania,17.6,87.5,50,50,1.76,94
Livingston,55.900708,-3.518068,Scotland,United Kingdom,36,66.66666667,25,75,3.6,70
Jaslo,49.7445663,21.4722875,Podkarpackie Voivodeship,Poland,16.5,62.5,50,50,1.65,134
Szczecinek,53.7100713,16.6993602,West Pomeranian Voivodeship,Poland,12.3,75,50,50,1.23,37
Covilha,40.2805633,-7.5043272,Castelo Branco,Portugal,27.3,95.83333333,0,100,2.73,296
Koprivnice,49.5994699,18.1448099,,Czech Republic,10.3,75,50,50,1.03,0
Mostaganem,35.9311454,0.0909414,Mostaganem Province,Algeria,15.6,75,75,25,1.56,345
Jaragua do Sul,-26.4813798,-49.0842138,Santa Catarina,Brazil,4.6,87.5,37.5,62.5,0.46,316
Mora,61.004878,14.537003,Dalarna County,Sweden,30.9,75,0,100,3.09,120
Oroville,39.5137752,-121.556359,California,United States of America,30.9,100,0,100,3.09,290
Madera,36.9613356,-120.0607176,California,United States of America,69.4,75,50,50,6.94,315
Glendora,34.1361187,-117.865339,California,United States of America,36,50,25,75,3.6,220
Praia Grande,-24.0089072,-46.4125304,Sao Paulo,Brazil,15.4,75,100,0,1.54,210
Nyala,12.0518011,24.8804853,South Darfur,Sudan,27,100,0,100,2.7,41
Onitsha,6.1329419,6.7923994,Anambra State,Nigeria,20,0,75,25,2,211
Wad Madani,14.393082,33.5392081,Gezira,Sudan,40.8,100,25,75,4.08,185
Panama City,30.1588129,-85.6602058,Florida,United States of America,66.9,50,37.5,62.5,6.69,240
Longview,32.5007037,-94.7404891,Texas,United States of America,66.9,85,75,25,6.69,200
Cary,35.79154,-78.7811169,North Carolina,United States of America,15.4,50,62.5,37.5,1.54,100
Hamilton,39.3995008,-84.5613355,Ohio,United States of America,49.2,87.5,50,50,4.92,46
Marietta,33.952602,-84.5499327,Georgia,United States of America,25.7,80.55555556,10,90,2.57,140
Stillwater,36.1156071,-97.0583681,Oklahoma,United States of America,15.4,93.75,50,50,1.54,0
Harlow,51.767787,0.087806,England,United Kingdom,10.3,50,0,100,1.03,350
Kalispell,48.1919889,-114.3168131,Montana,United States of America,44.7,89.28571429,0,100,4.47,291
Livonia,42.36837,-83.3527097,Michigan,United States of America,51.4,100,25,75,5.14,200
Montclair,34.0775104,-117.6897776,California,United States of America,36,75,0,100,3.6,220
Soroca,48.1549743,28.2870783,Soroca District,Moldova,19.2,75,75,25,1.92,42
Nanded,19.1382514,77.3209555,Maharashtra,India,81.3,38.23529412,53.57142857,46.42857143,8.13,258
Sargodha,32.0739787,72.6860696,Punjab,Pakistan,23.6,68.75,37.5,62.5,2.36,209
Klang,3.044917,101.4455621,Selangor,Malaysia,15.4,30,75,25,1.54,300
Chiang Rai,19.9104798,99.840576,Chiang Rai,Thailand,15.4,22.36842105,62.5,37.5,1.54,180
Manhattan,39.1836082,-96.5716694,Kansas,United States of America,30.9,100,0,100,3.09,0
Dartford,51.44621,0.216872,England,United Kingdom,25.7,50,75,25,2.57,230
Tlokweng,-24.6679808,25.9763625,South-East District,Botswana,10.3,62.5,75,25,1.03,110
Bilaspur,22.0796545,82.1409152,Chhattisgarh,India,15,31.57894737,75,25,1.5,295
Chandrapur,19.9615398,79.2961468,Maharashtra,India,33.8,11.11111111,68.33333333,31.66666667,3.38,225
Paro,27.428684,89.4163654,Paro District,Bhutan,5.2,75,50,50,0.52,178
Eslamshahr,35.5445805,51.2302457,Tehran Province,Iran,72,0,50,50,7.2,80
Yucca Valley,34.1141743,-116.432235,California,United States of America,40.2,87.5,50,50,4.02,180
Summerside,46.3933777,-63.7902331,Prince Edward Island,Canada,41.2,100,0,100,4.12,70
Slonim,53.0920949,25.318913,Grodno Region,Belarus,29.9,62.5,12.5,87.5,2.99,122
Bindura,-17.3040996,31.3274387,Mashonaland Central Province,Zimbabwe,23.4,50,75,25,2.34,171
Lake Charles,30.2265949,-93.2173758,Louisiana,United States of America,61.7,66.66666667,60,40,6.17,180
Yarmouth,43.8374576,-66.117382,Nova Scotia,Canada,92.6,100,25,75,9.26,320
Huntsville,30.7235263,-95.5507771,Texas,United States of America,66.9,100,50,50,6.69,190
Petaling Jaya,3.1278871,101.5944885,Selangor,Malaysia,15.4,39.81481481,57.95454545,42.04545455,1.54,300
Moss Point,30.4115881,-88.5344601,Mississippi,United States of America,41.2,91.66666667,50,50,4.12,170
Verona,34.1942746,-88.7197745,Mississippi,United States of America,25.7,100,50,50,2.57,0
Olive Branch,34.9617604,-89.8295315,Mississippi,United States of America,30.9,100,0,100,3.09,120
Freeport,26.5333159,-78.6429019,,The Bahamas,20.6,75,0,100,2.06,70
Phitsanulok,16.8211238,100.2658516,Phitsanulok,Thailand,8.3,75,0,100,0.83,78
Minas,-34.3643905,-55.2590707,Lavalleja Department,Uruguay,29,100,25,75,2.9,160
Sukkur,27.7243563,68.8228082,Sindh,Pakistan,41.2,50,50,50,4.12,180
Harlingen,26.1906306,-97.6961026,Texas,United States of America,102.9,100,0,100,10.29,150
Valparaiso,41.4730948,-87.0611412,Indiana,United States of America,15.4,100,50,50,1.54,250
Jackson,43.4799291,-110.7624282,Wyoming,United States of America,46.3,100,50,50,4.63,290
Dumaguete,9.3068402,123.3054467,,Philippines,18.2,20.83333333,62.5,37.5,1.82,276
Pagadian,7.8397033,123.4343445,,Philippines,7.9,75,75,25,0.79,329
Dagupan,16.0432998,120.3333124,Ilocos Region,Philippines,6.9,21.875,75,25,0.69,273
New Westminster,49.2057179,-122.910956,British Columbia,Canada,25.7,87.5,18.33333333,81.66666667,2.57,180
Loveland,40.3977612,-105.0749801,Colorado,United States of America,40.2,72.5,35,65,4.02,143
Khon Kaen,16.4321938,102.8236214,Khon Kaen,Thailand,25.7,42.85714286,62.5,37.5,2.57,200
Kampot,10.5942421,104.1640355,Kampot Province,Cambodia,33.8,62.5,50,50,3.38,291
Subang Jaya,3.0567333,101.5851192,Selangor,Malaysia,15.4,42.5,70.45454545,29.54545455,1.54,300
Punta Gorda,16.098935,-88.8094906,Toledo District,Belize,23.8,100,75,25,2.38,56
Blenheim,-41.513552,173.9597954,Marlborough District,New Zealand,15.3,91.66666667,0,100,1.53,302
Bloomfield Hills,42.583645,-83.2454883,Michigan,United States of America,36,0,100,0,3.6,230
Boksburg,-26.2325897,28.2409671,Gauteng,South Africa,12.6,50,50,50,1.26,144
Bolungarvik,66.1517719,-23.261709,,Iceland,20.6,100,0,100,2.06,10
Boone,36.216795,-81.6745517,North Carolina,United States of America,36,75,50,50,3.6,150
Bowling Green,41.3747744,-83.6513229,Ohio,United States of America,4.5,100,16.66666667,83.33333333,0.45,274
Boynton Beach,26.5317866,-80.0905465,Florida,United States of America,56.6,100,50,50,5.66,120
Brahmanbaria,23.9675393,91.1119148,Chattogram Division,Bangladesh,33.2,25,50,50,3.32,161
Brainerd,46.3526733,-94.2020084,Minnesota,United States of America,0,100,50,50,0,0
Branson,36.6436731,-93.2185144,Missouri,United States of America,26.8,100,0,100,2.68,252
Iernut,46.4507604,24.2290151,Mureș County,Romania,36,87.5,75,25,3.6,70
Ostroda,53.6963007,19.9647952,Warmian-Masurian Voivodeship,Poland,18.2,62.5,50,50,1.82,59
Brattleboro,42.8509152,-72.5578678,Vermont,United States of America,40.2,100,50,50,4.02,35
Breckenridge,39.4816537,-106.0383518,Colorado,United States of America,51.4,100,25,75,5.14,240
Vanderhoof,54.0139798,-124.0129801,British Columbia,Canada,30,100,50,50,3,273
Wyszkow,52.5928523,21.458395,Masovian Voivodeship,Poland,39.3,100,50,50,3.93,145
North Bay,46.3091152,-79.4608204,Ontario,Canada,82.3,93.75,25,75,8.23,100
Kokomo,40.486427,-86.1336033,Indiana,United States of America,82.3,90,25,75,8.23,250
Sandpoint,48.276577,-116.553465,Idaho,United States of America,36,100,0,100,3.6,210
Scunthorpe,53.588646,-0.654413,England,United Kingdom,8.9,75,25,75,0.89,299
Resende,-22.4722561,-44.4649211,Rio de Janeiro,Brazil,2.7,62.5,50,50,0.27,185
Wisconsin Dells,43.6274794,-89.7709579,Wisconsin,United States of America,43.3,100,50,50,4.33,35
Albert Lea,43.6478006,-93.3686555,Minnesota,United States of America,46.3,100,25,75,4.63,30
Corcoran,36.098007,-119.5604015,California,United States of America,50.9,50,50,50,5.09,323
Bridgeton,39.427337,-75.2340768,New Jersey,United States of America,25.7,100,50,50,2.57,0
Bridport,50.7335769,-2.758301,England,United Kingdom,32.2,100,0,100,3.22,204
San Nicolas de los Garza,25.7493469,-100.2868973,Nuevo Leon,Mexico,31.6,41.66666667,16.66666667,83.33333333,3.16,103
Rumelange,49.4607199,6.0305131,,Luxembourg,18.1,62.5,50,50,1.81,269
Modrice,49.1278898,16.6144173,,Czech Republic,25.7,12.5,50,50,2.57,90
La Ceiba,15.770288,-86.7919009,Atlantida Department,Honduras,36,62.5,75,25,3.6,350
Torres Vedras,39.0917759,-9.2600341,Lisbon,Portugal,4.5,87.5,75,25,0.45,240
Vila Franca de Xira,38.9551563,-8.9889932,Lisbon,Portugal,50,87.5,12.5,87.5,5,328
Tustin,33.7420005,-117.8236391,California,United States of America,46.3,75,37.5,62.5,4.63,210
Kildare,53.1589342,-6.9095683,Leinster,Ireland,5.6,100,100,0,0.56,128
Ocala,29.1871986,-82.1400923,Florida,United States of America,34.5,77.5,32.5,67.5,3.45,122
Gillette,44.2910915,-105.5022205,Wyoming,United States of America,30.9,100,50,50,3.09,50
Gedera,31.8123014,34.7770192,Central District,Israel,11,12.5,50,50,1.1,16
Langley,49.1041779,-122.6603519,British Columbia,Canada,15.4,75,62.5,37.5,1.54,220
New Amsterdam,6.2431327,-57.5136508,East Berbice-Corentyne,Guyana,9.4,100,50,50,0.94,359
San Angelo,31.4637723,-100.4370375,Texas,United States of America,46.3,100,37.5,62.5,4.63,210
Colombo,-25.3644204,-49.1860165,Parana,Brazil,41.2,33.33333333,50,50,4.12,330
Oeiras,38.6968607,-9.3146014,Lisbon,Portugal,56.6,81.25,18.75,81.25,5.66,350
Pinehurst,32.1959971,-83.7629533,Georgia,United States of America,17.1,100,0,100,1.71,132
Serra,-20.1279874,-40.3081052,Espirito Santo,Brazil,36,25,75,25,3.6,80
Tarapoto,-6.4824784,-76.3726891,San Martin,Peru,15.4,75,75,25,1.54,290
Gujrat,32.5730725,74.1005044,Punjab,Pakistan,22.3,50,87.5,12.5,2.23,316
Imperial,32.8475528,-115.5694391,California,United States of America,20.6,87.5,50,50,2.06,0
Sydney,46.1367899,-60.194224,Nova Scotia,Canada,41.2,100,25,75,4.12,40
Avellaneda,-29.1174521,-59.6586341,Santa Fe Province,Argentina,26,0,100,0,2.6,169
Largo,27.9094665,-82.7873244,Florida,United States of America,51.4,75,75,25,5.14,270
San Miguelito District,9.0485176,-79.5082571,Panama Province,Panama,51.4,50,50,50,5.14,140
Muncie,40.1933767,-85.3863599,Indiana,United States of America,46.3,87.5,50,50,4.63,240
Elmira,42.0897965,-76.8077338,New York,United States of America,66.9,100,25,75,6.69,210
Meru,0.0514721,37.6456042,Eastern Province,Kenya,21.4,75,25,75,2.14,181
Laurel,31.6940509,-89.1306124,Mississippi,United States of America,46.3,87.5,50,50,4.63,190
Penticton,49.4991381,-119.5937077,British Columbia,Canada,46.3,56.25,12.5,87.5,4.63,360
Oban,56.415157,-5.471047,Scotland,United Kingdom,17,100,0,100,1.7,194
Koscierzyna,54.1222457,17.9812605,Pomeranian Voivodeship,Poland,15.3,62.5,50,50,1.53,152
La Crosse,43.8137751,-91.2519017,Wisconsin,United States of America,31.3,100,50,50,3.13,40
Guadalupe,25.6748291,-100.2155063,Nuevo Leon,Mexico,28.7,50,25,75,2.87,99
Bildudalur,65.6863785,-23.6006172,,Iceland,14.7,0,100,0,1.47,138
St. Albert,53.653938,-113.6293587,Alberta,Canada,41.2,100,8.333333333,91.66666667,4.12,130
Sungai Petani,5.643589,100.4894179,Kedah,Malaysia,12.4,37.5,50,50,1.24,214
Itapetininga,-23.5818554,-48.0317589,Sao Paulo,Brazil,17.1,62.5,50,50,1.71,332
Franklin,42.0834313,-71.396725,Massachusetts,United States of America,20.6,87.5,12.5,87.5,2.06,70
Sohar,24.3500672,56.7133258,Al Batinah North Governorate,Oman,10.5,75,66.66666667,33.33333333,1.05,18
Loja,-3.9952065,-79.2022123,Loja Province,Ecuador,72,100,75,25,7.2,60
Elizabethtown,37.7030646,-85.8649408,Kentucky,United States of America,87.5,90,0,100,8.75,210
Ibarra,0.3471469,-78.1323648,Imbabura Province,Ecuador,11.6,77.77777778,50,50,1.16,15
Selah,46.6540153,-120.5300666,Washington,United States of America,8.9,75,25,75,0.89,32
Lake Elsinore,33.6680772,-117.3272615,California,United States of America,22.4,50,75,25,2.24,191
Aliso Viejo,33.5684605,-117.7262981,California,United States of America,46.3,100,75,25,4.63,210
Melbourne,28.0836269,-80.6081089,Florida,United States of America,108,80,39.28571429,60.71428571,10.8,10
Pouso Alegre,-22.2270778,-45.9393716,Minas Gerais,Brazil,11.1,87.5,37.5,62.5,1.11,102
Paulista,-7.9185248,-34.8209607,Pernambuco,Brazil,64.4,75,25,75,6.44,154
Muskegon,43.2341813,-86.2483921,Michigan,United States of America,51.4,100,50,50,5.14,180
Safety Harbor,27.9908529,-82.6931553,Florida,United States of America,51.4,100,75,25,5.14,270
Burns Lake,54.2334148,-125.763613,British Columbia,Canada,36.1,100,50,50,3.61,243
Marshall,39.1230777,-93.1968704,Missouri,United States of America,25.7,100,50,50,2.57,220
Rolla,37.948544,-91.7715303,Missouri,United States of America,8.9,100,25,75,0.89,93
Taos,38.506426,-92.0710133,Missouri,United States of America,20.6,100,75,25,2.06,0
Cornwall,45.0212762,-74.730345,Ontario,Canada,0,96.42857143,50,50,0,0
Libby,48.3882861,-115.5559988,Montana,United States of America,42.1,100,25,75,4.21,243
Crown Point,41.4169806,-87.3653135,Indiana,United States of America,20.6,87.5,25,75,2.06,150
Newbridge,53.1750758,-6.8047467,Leinster,Ireland,6.1,50,0,100,0.61,122
Wenatchee,47.4234599,-120.3103494,Washington,United States of America,66.9,25,0,100,6.69,310
Liberty,39.2461138,-94.4191177,Missouri,United States of America,36,62.5,50,50,3.6,250
Chesterfield,38.6631083,-90.5770675,Missouri,United States of America,20.6,87.5,37.5,62.5,2.06,0
O'Fallon,38.8106075,-90.6998477,Missouri,United States of America,20.6,0,100,0,2.06,0
Youngstown,43.2472768,-79.0500466,New York,United States of America,46.3,75,58.33333333,41.66666667,4.63,60
Forsyth,46.2630502,-106.6819793,Montana,United States of America,17.9,80,100,0,1.79,112
Rock Hill,34.9248667,-81.0250784,South Carolina,United States of America,0,87.5,62.5,37.5,0,0
Morristown,40.7967667,-74.4815438,New Jersey,United States of America,36,100,100,0,3.6,210
Chesham,51.709401,-0.612333,England,United Kingdom,7.6,75,50,50,0.76,347
Leesburg,31.7321156,-84.1707423,Georgia,United States of America,10,87.5,50,50,1,35
Oshkosh,41.404983,-102.3443564,Nebraska,United States of America,20,50,75,25,2,285
Brentwood,38.6175522,-90.3492829,Missouri,United States of America,46.3,75,0,100,4.63,120
Cape Canaveral,28.3922182,-80.6077132,Florida,United States of America,25.7,75,0,100,2.57,90
